AirName,AircraftModel,Comments,DateFlown,EntertainmentRating,FoodRating,GroundServiceRating,OverallScore,Recommended,ReviewDate,ReviewTitle,ReviewrCountry,Route,SeatComfortRating,SeatType,ServiceRating,TravelType,ValueRating,WifiRating
British Airways,A320,,December 2021,0,0,1,1,,19th December 2021,"""waited for my bags for 3 hours""", (United Kingdom) ,London to Aberdeen,0,Economy Class,0,Solo Leisure,1,0
British Airways,Boeing 777,,December 2021,2,3,5,2,,16th December 2021,"""certainly make us avoid BA in future""", (United Kingdom) ,London Gatwick to Cancun,1,Business Class,5,Couple Leisure,3,0
British Airways,,,August 2021,3,2,2,3,,12th December 2021,"""I am still waiting for an answer""", (United Kingdom) ,Kingston to London,1,Business Class,2,Business,1,1
British Airways,,,January 2021,1,1,1,1,,8th December 2021,"""BA did nothing to ease the process""", (United Kingdom) ,London to Delhi,1,Business Class,1,Family Leisure,1,1
British Airways,,,December 2021,0,0,1,1,,6th December 2021,"""I don't even get an apology""", (United States) ,Washington DC to Moscow via London,1,Economy Class,1,Solo Leisure,1,0
British Airways,,,July 2021,3,1,1,1,,2nd December 2021,"""whole experience was stressful, costly""", (United States) ,Singapore to London,3,Economy Class,4,Solo Leisure,1,0
British Airways,,,November 2021,0,0,1,2,,29th November 2021,"""British Airways had rebooked with Delta""", (United States) ,Cairo to Portland via London / Seattle,0,Economy Class,0,Family Leisure,1,0
British Airways,A320,,November 2021,0,4,1,4,,27th November 2021,"""British Airways happy to encourage the spread of Covid""", (United States) ,London Heathrow to Paris CDG,3,Business Class,4,Business,3,0
British Airways,,,November 2021,0,0,1,1,,25th November 2021,"""was refused an early check in""", (United States) ,Manchester to London Heathrow,1,Business Class,0,Business,2,0
British Airways,A321 neo,,November 2021,0,3,4,6,,25th November 2021,"""The crew failed to work as a team""", (United States) ,London to Tenerife,3,Business Class,2,Solo Leisure,2,0
British Airways,A321 neo,,November 2021,0,5,4,8,yes,24th November 2021,"""an OK experience with a great cabin crew""", (United States) ,Tenerife to London,4,Business Class,5,Solo Leisure,4,0
British Airways,A320,,November 2021,0,1,1,2,,20th November 2021,"""Crew good, seats very uncomfortable""", (United States) ,Stockholm to London Heathrow,1,Economy Class,5,Solo Leisure,2,0
British Airways,,,November 2021,0,0,1,1,,19th November 2021,"""my booked seat is not available""", (United States) ,Frankfurt to London,0,Economy Class,0,Business,1,0
British Airways,A320neo,,November 2021,0,1,2,1,,15th November 2021,"""penny pinching by BA in club class""", (United States) ,London Heathrow to Tenerife South,3,Business Class,3,Couple Leisure,1,0
British Airways,A320 Neo,,November 2021,0,3,3,5,yes,15th November 2021,"""only just about recommend""", (United Kingdom) ,Heathrow to Tenerife South,2,Business Class,5,Couple Leisure,3,0
British Airways,,,November 2021,2,2,1,1,,14th November 2021,"""They are so unorganized and slow!""", (United Kingdom) ,London to Chicago,1,Economy Class,2,Solo Leisure,1,2
British Airways,,,October 2021,5,2,2,2,,13th November 2021,"""Customer service is non existent""", (United Kingdom) ,London to Mexico,2,Economy Class,3,Solo Leisure,2,0
British Airways,Boeing 777,,October 2021,2,2,1,2,,13th November 2021,"""their customer service is a shambles""", (United Kingdom) ,Manchester to Nassau via London,2,Economy Class,2,Couple Leisure,1,1
British Airways,,,November 2021,3,2,2,4,,10th November 2021,"""Poorly mismanaged services""", (United Kingdom) ,Mumbai to Dublin via London,3,Economy Class,2,Family Leisure,3,0
British Airways,,,November 2021,0,0,1,2,,7th November 2021,"""Their customer service is a shambles""", (United Kingdom) ,Gibraltar to London,4,Premium Economy,4,Solo Leisure,3,0
British Airways,A321,,November 2021,0,4,4,10,yes,6th November 2021,"""Good professional crew""", (United Kingdom) ,Belfast to London,4,Economy Class,5,Business,4,0
British Airways,A321,,October 2021,0,2,3,6,yes,31st October 2021,"""Not dreadful but something for BA to think about""", (United Kingdom) ,Larnaca to London Heathrow,2,Business Class,4,Family Leisure,3,3
British Airways,A320,,September 2021,0,4,5,10,yes,29th October 2021,"""could not have asked for better service""", (United Kingdom) ,Lisbon to London Heathrow,4,Business Class,4,Couple Leisure,4,0
British Airways,Boeing 787,,October 2021,4,5,3,9,yes,29th October 2021,"""BA at its best""", (United Kingdom) ,Madrid to London,4,Premium Economy,5,Couple Leisure,5,0
British Airways,A320NEO,,October 2021,0,3,2,7,yes,25th October 2021,"""boarding was chaos""", (Italy) ,London to Bologna,5,Economy Class,5,Family Leisure,4,0
British Airways,A321 Neo,,October 2021,0,4,4,8,yes,24th October 2021,"""This time it was good value""", (Italy) ,London to Alicante,1,Economy Class,4,Business,5,0
British Airways,A321,,October 2021,2,3,4,8,yes,23rd October 2021,"""nothing bad about food but nothing great either""", (Italy) ,London to Larnaca,3,Business Class,5,Family Leisure,4,2
British Airways,A320,,October 2021,0,0,1,3,,21st October 2021,"""Who’d have thought BA could ever make Ryanair look like an attractive option""", (Italy) ,Prague to London,4,Economy Class,5,Business,1,0
British Airways,,,October 2021,5,5,5,10,yes,20th October 2021,"""it was an absolute delight""", (Italy) ,Male to London,5,Economy Class,5,Couple Leisure,5,5
British Airways,,,October 2021,4,4,4,6,yes,19th October 2021,"""plane was clean and air quality very good""", (Italy) ,London to Toronto,3,Premium Economy,3,Solo Leisure,4,0
British Airways,A350,,October 2021,5,5,5,10,yes,18th October 2021,"""Overall a very enjoyable flight""", (Italy) ,London to Toronto,5,Business Class,5,Business,5,5
British Airways,,,September 2021,3,4,4,1,,16th October 2021,"""a clear case of BA mis-selling""", (Italy) ,London Heathrow to Athens Greece,2,Business Class,4,Solo Leisure,1,4
British Airways,,,November 2020,0,0,0,1,,14th October 2021,"""voucher is valid for another two years""", (Italy) ,London to Cayman Islands ,0,Economy Class,0,Solo Leisure,1,0
British Airways,A320,,October 2021,0,1,1,2,,7th October 2021,"""Check-in was longer than normal""", (Italy) ,London to Prague,1,Economy Class,1,Family Leisure,2,0
British Airways,A321,,October 2021,0,3,4,7,yes,7th October 2021,"""Drinks and meal service was efficient""", (United Kingdom) ,Larnaca to London Heathrow,3,Business Class,4,Couple Leisure,4,3
British Airways,,,August 2021,0,0,1,1,,6th October 2021,"""no response to my emails/messages""", (United Kingdom) ,Heathrow to Manchester ,0,Economy Class,0,Couple Leisure,1,0
British Airways,,,September 2021,0,0,1,1,,5th October 2021,"""crew were so unorganised""", (United Kingdom) ,London to Jersey,2,Business Class,1,Business,1,0
British Airways,,,October 2021,0,0,5,9,yes,4th October 2021,"""impressed with their customer service""", (United Kingdom) ,Denver to London,5,Premium Economy,5,Solo Leisure,5,0
British Airways,A321,,September 2021,0,3,4,8,yes,3rd October 2021,"""ordinary BA domestic flight""", (United Kingdom) ,Belfast to London,4,Economy Class,3,Business,5,0
British Airways,A320,,August 2021,0,1,1,1,,2nd October 2021,"""our national flag carrier is being comfortably out performed by budget airlines""", (United Kingdom) ,Manchester to Aberdeen via Heathrow,1,Economy Class,1,Couple Leisure,1,1
British Airways,,,September 2021,0,2,1,2,,1st October 2021,"""got to the hotel and no dinner for us""", (United Kingdom) ,London Heathrow to Tenerife south,3,Business Class,1,Couple Leisure,1,0
British Airways,,,September 2021,2,1,3,3,,26th September 2021,"""Such indifference and lackadaisical attitude""", (United Kingdom) ,London to New York,3,Business Class,1,Business,4,2
British Airways,A320,,September 2021,0,3,3,7,yes,22nd September 2021,"""Post-COVID lunch remains restricted""", (United Kingdom) ,London Heathrow to Larnaca,3,Business Class,3,Couple Leisure,3,2
British Airways,A320,,September 2021,0,4,3,8,yes,21st September 2021,"""in the air great service""", (United Kingdom) ,London to Lisbon,3,Business Class,5,Family Leisure,4,4
British Airways,Embraer,,September 2021,0,1,1,3,,21st September 2021,"""No check in staff for Economy""", (United Kingdom) ,Frankfurt to London,4,Economy Class,4,Solo Leisure,1,0
British Airways,,,October 2020,0,0,0,1,,13th September 2021,"""No refund for flights cancelled""", (United Kingdom) ,Geneva to Sao Paulo via London,0,Economy Class,0,Business,1,0
British Airways,,,September 2021,0,0,1,2,,11th September 2021,"""I wasn't allocated a seat""", (United Kingdom) ,Abuja to London,0,Economy Class,0,Family Leisure,3,0
British Airways,,,August 2021,0,0,0,1,,9th September 2021,"""stupidity of this whole situation""", (United Kingdom) ,Mykonos to New York via London,0,Business Class,0,Business,1,0
British Airways,,,September 2021,3,3,1,1,,8th September 2021,"""lost the connecting flight to Tirana""", (United Kingdom) ,Boston to Tirana London,2,Economy Class,3,Solo Leisure,3,0
British Airways,,,August 2021,1,1,1,1,,7th September 2021,"""service on the same route is becoming worse""", (United Kingdom) ,Washington Dulles to London ,1,Economy Class,1,Couple Leisure,1,0
British Airways,,,August 2021,0,0,0,1,,27th August 2021,"""cancellation two weeks before I was due to travel""", (United Kingdom) ,Gatwick to Catania,0,Economy Class,0,Business,1,0
British Airways,Boeing 787-8,,August 2021,1,1,3,5,yes,26th August 2021,"""the most comfortable seats""", (United Kingdom) ,London to Moscow Domodedovo,5,Economy Class,4,Solo Leisure,2,1
British Airways,,,August 2021,0,4,5,10,yes,22nd August 2021,"""value for money here is incredible""", (United Kingdom) ,London to Athens,4,Economy Class,5,Solo Leisure,5,5
British Airways,A320,,August 2021,4,4,4,8,yes,19th August 2021,"""Food and drinks fine""", (United Kingdom) ,London to Corfu,4,Economy Class,5,Family Leisure,4,4
British Airways,,,August 2021,3,2,1,1,,17th August 2021,"""frustrated, upset and disappointed""", (United Kingdom) ,Moscow to London Heathrow,4,Business Class,1,Family Leisure,1,0
British Airways,,,August 2021,0,2,1,2,,11th August 2021,"""piled into the bus and left""", (United Kingdom) ,London Heathrow to Munich,3,Business Class,2,Business,2,0
British Airways,A330,,July 2021,0,5,3,6,,8th August 2021,"""On board staff were good""", (United Kingdom) ,London Heathrow to Nice,3,Business Class,4,Couple Leisure,3,0
British Airways,,,April 2021,0,0,0,1,,27th July 2021,"""cancelled a flight booked three months ago """, (United Kingdom) ,London to Hong Kong,0,Economy Class,0,Family Leisure,1,0
British Airways,A230,,July 2021,0,0,1,1,,22nd July 2021,"""decided to avoid BA from now on""", (United Kingdom) ,Belfast to Budapest via Heathrow,1,Premium Economy,1,Solo Leisure,1,0
British Airways,Boeing 777-200,,July 2021,4,5,4,8,yes,20th July 2021,"""very slick on board experience""", (United Kingdom) ,Cancun to Gatwick,4,Business Class,5,Family Leisure,4,4
British Airways,Boeing 777-200,,July 2021,4,4,4,7,yes,13th July 2021,"""Not complete return to old days""", (United Kingdom) ,Gatwick to Cancun,5,Business Class,5,Family Leisure,5,4
British Airways,,,July 2021,0,0,0,1,,9th July 2021,"""no refund issued yet""", (United Kingdom) ,,0,Economy Class,0,Family Leisure,1,0
British Airways,,,July 2021,0,0,1,1,,7th July 2021,"""asking for upgrades to a best seat""", (United Kingdom) ,Bucharest to Toronto via London,3,Economy Class,3,Family Leisure,2,0
British Airways,,,June 2021,0,0,3,2,yes,27th June 2021,"""didn't allow us to seat together""", (United Kingdom) ,Seattle to Bangalore via London,3,Business Class,4,Business,3,0
British Airways,Boeing 787,,June 2021,3,3,3,4,,22nd June 2021,"""uncomfortable, miserly experience """, (United States) ,London to Mexico City,1,Business Class,2,Solo Leisure,1,1
British Airways,A320,,June 2021,0,3,5,8,yes,13th June 2021,"""Service was a little perfunctory""", (United States) ,Preveza to London,4,Business Class,3,Couple Leisure,4,0
British Airways,,,June 2021,4,4,4,9,yes,7th June 2021,"""I am really grateful""", (United States) ,London to Accra,4,Economy Class,4,Solo Leisure,4,0
British Airways,A320,,May 2021,0,4,5,9,yes,30th May 2021,"""a thoroughly reassuring, coming out of COVID, experience""", (United States) ,London Heathrow to Preveza,4,Business Class,4,Couple Leisure,4,0
British Airways,,,January 2021,0,0,3,1,,26th May 2021,"""going in circles to avoid issuing any voucher""", (United States) ,Durban to Cape Town,3,Economy Class,3,Family Leisure,1,0
British Airways,A321NEO,,May 2021,3,4,4,9,yes,15th May 2021,"""Fantastic flight down to Heathrow""", (United States) ,Aberdeen to London Heathrow,4,Economy Class,5,Solo Leisure,4,5
British Airways,,,April 2021,0,0,4,8,yes,24th April 2021,"""appreciated the COVID measures""", (United States) ,Malaga to London,3,Business Class,3,Business,4,0
British Airways,Boeing 737-800,,April 2021,0,4,5,5,yes,7th April 2021,"""COVID protocols are not as robust as they should be""", (United States) ,Johannesburg to Cape Town,4,Economy Class,5,Solo Leisure,4,0
British Airways,,,December 2020,3,1,3,4,,1st April 2021,"""I would need to call up to rebook""", (United States) ,Gatwick to Cancun,2,Economy Class,4,Solo Leisure,1,0
British Airways,,,February 2021,0,1,1,1,,14th March 2021,"""had my flight cancelled on 3 occasions""", (United States) ,Bridgetown to London,1,Economy Class,1,Couple Leisure,1,0
British Airways,,,November 2020,0,0,1,1,,21st February 2021,"""A poor show with BA""", (Canada) ,Ottawa to Ahmedabad,1,Economy Class,1,Family Leisure,1,0
British Airways,,,January 2021,0,0,1,1,,20th February 2021,"""promised to give me compensation""", (Canada) ,Antigua to London,2,Economy Class,2,Solo Leisure,1,0
British Airways,,,December 2020,5,5,5,1,,10th February 2021,"""Do not recommend to anyone in Covid restrictions""", (Canada) ,Sofia to London Heathrow,5,Economy Class,5,Solo Leisure,3,5
British Airways,,,February 2021,5,5,4,10,yes,4th February 2021,"""She was an amazing person""", (Canada) ,Mumbai to London,5,Economy Class,5,Solo Leisure,5,0
British Airways,Boeing 787-9,,January 2021,2,1,3,4,,21st January 2021,"""not what you'd expect from a premium product""", (Canada) ,Mexico City to London Heathrow,2,First Class,5,Business,3,1
British Airways,,,December 2020,0,0,0,1,,30th December 2020,"""Absolutely disgraceful""", (Canada) ,London to Maldives,0,Economy Class,0,Family Leisure,1,0
British Airways,,,December 2020,0,4,5,9,yes,27th December 2020,"""Good service the whole way""", (Canada) ,Heathrow to Belfast,5,Economy Class,4,Solo Leisure,3,1
British Airways,,,September 2020,0,0,5,10,yes,26th December 2020,British Airways customer review, (Canada) ,London to Paris,5,Economy Class,5,Solo Leisure,5,0
British Airways,,,December 2020,0,0,5,10,yes,25th December 2020,"""I do want to thank BA""", (Canada) ,London to Cairo,5,Economy Class,5,Solo Leisure,4,0
British Airways,A350,,July 2020,5,1,5,4,,9th December 2020,"""passengers with masks below nose""", (Canada) ,London Heathrow to Dubai,4,Premium Economy,1,Solo Leisure,5,4
British Airways,A321,,December 2020,0,3,4,7,yes,7th December 2020,"""happy with product and would use again""", (United Kingdom) ,London to Tenerife,3,Business Class,5,Solo Leisure,4,5
British Airways,Boeing 747,,December 2020,1,1,1,3,,2nd December 2020,"""It's not at all child friendly""", (United Kingdom) ,London Heathrow to Lahore,1,Economy Class,1,Family Leisure,1,1
British Airways,,,October 2020,0,3,3,9,yes,22nd October 2020,"""my experience with BA was very positive""", (United Kingdom) ,London to Venice,5,Economy Class,4,Solo Leisure,5,0
British Airways,,,November 2019,5,5,5,10,yes,22nd October 2020,"""refunded my tickets within 2 working days""", (United Kingdom) ,Munich to London,5,Economy Class,5,Couple Leisure,5,5
British Airways,,,October 2020,5,1,5,5,,5th October 2020,"""Everything was nice except food""", (United Kingdom) ,London to Bangalore,5,Economy Class,5,Family Leisure,2,3
British Airways,A320neo,,September 2020,5,5,4,10,yes,23rd September 2020,"""Everything I expected""", (United Kingdom) ,Warsaw to London-Heathrow,5,Business Class,5,Solo Leisure,5,5
British Airways,A321,,August 2020,0,3,1,1,,18th September 2020,"""told that the check-in had closed""", (United Kingdom) ,London to Santorini,4,Economy Class,4,Couple Leisure,2,0
British Airways,A321,,February 2020,0,2,5,1,,27th August 2020,"""I filed a claim""", (United Kingdom) ,London to Paris,2,Economy Class,3,Couple Leisure,1,0
British Airways,A319,,August 2020,0,2,2,2,,8th August 2020,"""lack of social distancing""", (United Kingdom) ,Berlin to London,1,Economy Class,1,Business,2,0
British Airways,A320,,July 2020,0,3,5,10,yes,1st August 2020,"""I was pleasantly surprised""", (United Kingdom) ,Newcastle to London Heathrow,5,Economy Class,5,Solo Leisure,5,0
British Airways,,,March 2020,0,0,0,2,,31st July 2020,"""have to call to redeem the voucher""", (United Kingdom) ,London to Singapore,0,Premium Economy,0,Solo Leisure,1,0
British Airways,,,July 2020,0,0,0,1,,23rd July 2020,"""Service is non-existent""", (United Kingdom) ,Austin to London,0,Economy Class,0,Family Leisure,1,0
British Airways,,,April 2020,0,0,0,1,,23rd July 2020,"""BA has failed completely""", (United Kingdom) ,London to Frankfurt,0,Economy Class,0,Solo Leisure,1,0
British Airways,,,February 2020,0,0,1,1,,11th June 2020,"""This is appalling business practice!""", (United Kingdom) ,London Heathrow to Lyon,1,Economy Class,1,Business,1,0
British Airways,Embraer 195,,November 2019,0,0,5,8,yes,8th June 2020,"""efficient, clean and punctual""", (United Kingdom) ,London City to Edinburgh,3,Economy Class,4,Business,3,0
British Airways,,,May 2020,0,0,0,1,,6th June 2020,""" Total rip off""", (United Kingdom) ,San Francisco to Edinburgh via London,0,First Class,0,Business,1,0
British Airways,,,June 2020,0,0,0,2,,4th June 2020,"""totally ripped off by BA""", (United Kingdom) ,Rome to Los Angeles via London,0,Business Class,0,Business,1,0
British Airways,,,March 2020,0,0,0,1,,29th May 2020,"""tickets should have been refunded""", (United Kingdom) ,Chicago to Seville via Miami / Madrid,0,Economy Class,0,Couple Leisure,1,0
British Airways,A350,,April 2020,0,0,0,1,,18th May 2020,"""unable to offer a full refund""", (United Kingdom) ,London to Tel Aviv,0,Premium Economy,0,Solo Leisure,1,0
British Airways,,,December 2019,0,0,0,1,,12th May 2020,"""no refund or voucher""", (United Kingdom) ,San Diego to Barcelona via London,0,Business Class,0,Couple Leisure,1,0
British Airways,,,May 2020,0,0,0,1,,10th May 2020,"""withholding my money""", (Canada) ,Toronto to London,0,Economy Class,0,Solo Leisure,1,0
British Airways,,,March 2020,3,1,2,1,,1st May 2020,"""all about money with them""", (Canada) ,Tokyo to London,3,Premium Economy,2,Family Leisure,1,0
British Airways,,,March 2020,3,2,5,1,,29th April 2020,"""arrived 3 hrs 25 mins late""", (Canada) ,Los Angeles to Paris via London,3,Economy Class,3,Couple Leisure,1,0
British Airways,A350,,February 2020,5,5,5,10,yes,28th April 2020,"""it definitely lived up to my expectations""", (Canada) ,London Heathrow to Toronto ,5,Business Class,5,Couple Leisure,5,0
British Airways,Boeing 747-400,,February 2020,2,5,5,8,yes,27th April 2020,"""cabin crew were friendly and professional""", (Canada) ,Las Vegas to London Heathrow ,5,Business Class,5,Couple Leisure,5,0
British Airways,,,March 2020,2,1,1,1,,27th April 2020,"""never use this airline again""", (Canada) ,Sydney to London via Singapore,1,Economy Class,1,Solo Leisure,1,1
British Airways,,,April 2020,0,0,0,2,,25th April 2020,"""avoid BA as much as possible""", (Canada) ,Zurich to London,0,Economy Class,0,Business,1,0
British Airways,,,February 2020,0,0,3,1,,19th April 2020,"""trying every trick in the book""", (Canada) ,Vienna to London,3,Business Class,3,Couple Leisure,1,0
British Airways,A321neo,,March 2020,0,0,4,7,yes,19th April 2020,"""stands out in many areas""", (Canada) ,London-Heathrow to Warsaw,5,Economy Class,5,Solo Leisure,3,0
British Airways,,,March 2020,1,2,1,1,,11th April 2020,"""laptop was left inside the flight""", (Canada) ,Johannesburg to London,2,Economy Class,3,Business,2,1
British Airways,,,April 2020,0,0,1,1,,4th April 2020,"""worst sort of management bureaucracy""", (United Kingdom) ,London to Stockholm,0,Economy Class,0,Business,1,0
British Airways,,,March 2020,0,0,0,1,,2nd April 2020,"""poor customer service""", (United Kingdom) ,London to Budapest,0,Economy Class,0,Solo Leisure,1,0
British Airways,Boeing 747,,March 2020,0,4,3,3,,2nd April 2020,"""lies and lack of informatio""", (United Kingdom) ,Nashville to London via Chicago,3,Business Class,5,Solo Leisure,1,0
British Airways,,,March 2020,0,0,1,1,,1st April 2020,"""understand the turmoil caused by Covid-19""", (United Kingdom) ,Vancouver to London,0,Economy Class,0,Solo Leisure,1,0
British Airways,,,August 2019,0,0,0,2,,31st March 2020,"""A voucher is not sufficient""", (United Kingdom) ,London to Marrakesh,0,Economy Class,0,Family Leisure,1,0
British Airways,Boeing 777,,March 2020,0,0,0,3,,23rd March 2020,"""use the travel credit by May 2020""", (United Kingdom) ,Seattle to Heathrow,0,Economy Class,0,Couple Leisure,5,0
British Airways,,,March 2020,2,4,5,10,yes,22nd March 2020,"""thank our crew in particular""", (United Kingdom) ,Mumbai to London Heathrow,5,Premium Economy,5,Couple Leisure,5,0
British Airways,,,March 2020,0,0,0,1,,18th March 2020,"""such deceitful practices""", (United Kingdom) ,London to Valencia,0,Economy Class,0,Business,1,0
British Airways,,,March 2020,0,0,1,1,,17th March 2020,"""not surprised they are in trouble""", (United Kingdom) ,London Gatwick to Funchal,1,Economy Class,4,Couple Leisure,1,0
British Airways,Boeing 747-400,,March 2020,1,1,1,1,,17th March 2020,"""narrow business class facing seats""", (United Kingdom) ,Chicago to London Heathrow,1,Business Class,1,Business,1,1
British Airways,Boeing 747-400,,February 2020,1,1,1,1,,17th March 2020,"""airline needs major overhaul""", (United Kingdom) ,London to New York JFK,1,Business Class,1,Business,1,1
British Airways,,,March 2020,0,0,0,1,,16th March 2020,"""still forcing people to fly to Madrid""", (United Kingdom) ,London to Madrid,0,Economy Class,0,Solo Leisure,1,0
British Airways,,,October 2019,2,3,1,3,,14th March 2020,"""unfriendly and inconsiderate to me""", (United Kingdom) ,Frankfurt to Buenos Aires via London,2,Economy Class,3,Business,1,0
British Airways,,,March 2020,0,0,0,2,,13th March 2020,"""live in a conceited bubble""", (United Kingdom) ,London to Paris CDG,0,Business Class,0,Business,1,0
British Airways,,,March 2020,0,0,1,1,,9th March 2020,"""rude staff and service""", (United Kingdom) ,London City to Berlin,0,Economy Class,0,Couple Leisure,1,0
British Airways,Boeing 787,,January 2020,5,4,4,8,yes,8th March 2020,"""BA has really upped their game""", (United Kingdom) ,London to Beijing,3,Economy Class,5,Solo Leisure,4,0
British Airways,A380,,January 2020,3,5,5,9,yes,6th March 2020,"""friendly and helpful""", (United Kingdom) ,Hong Kong to London,5,Economy Class,5,Family Leisure,5,0
British Airways,Boeing 777-200,,March 2020,4,5,5,9,yes,5th March 2020,"""Very happy with the service""", (United Kingdom) ,Mumbai to London,4,Economy Class,5,Couple Leisure,5,0
British Airways,Boeing 777-200,,February 2020,4,5,2,8,yes,5th March 2020,"""positive, friendly attitude""", (United Kingdom) ,London to Delhi,4,Economy Class,5,Couple Leisure,4,0
British Airways,A319,,February 2020,0,0,1,2,,3rd March 2020,"""flights to Italy for March, all cancelled""", (United Kingdom) ,Paris to London,1,Business Class,4,Business,1,0
British Airways,,,February 2020,3,3,1,1,,3rd March 2020,"""never use British Airways again""", (Australia) ,Singapore to London,3,Economy Class,3,Solo Leisure,1,0
British Airways,,,February 2020,0,1,3,4,,28th February 2020,"""Food and drinks are expensive""", (Australia) ,Gatwick to Malaga,2,Economy Class,3,Solo Leisure,3,0
British Airways,Boeing 747-400,,February 2020,5,5,4,10,yes,28th February 2020,"""the crew were outstanding""", (Australia) ,Vancouver to London,4,Premium Economy,5,Solo Leisure,5,0
British Airways,Boeing 787,,February 2020,0,0,0,3,,27th February 2020,British Airways customer review, (Australia) ,London to Seattle,0,Business Class,0,Business,1,0
British Airways,Boeing 777,,February 2020,3,1,2,6,,26th February 2020,"""food is the standout problem""", (Australia) ,London Heathrow to Nairobi,3,First Class,5,Solo Leisure,3,0
British Airways,,,February 2020,0,1,1,1,,24th February 2020,"""came to me to give me his pillow""", (Australia) ,Dubai to London,1,Premium Economy,1,Couple Leisure,1,0
British Airways,,,February 2020,3,1,3,4,,23rd February 2020,"""service that needs training""", (Australia) ,London to Cape Town,4,Business Class,2,Couple Leisure,3,0
British Airways,Boeing 787,,February 2020,1,1,1,1,,21st February 2020,"""packed out seating""", (Australia) ,Rio de Janeiro to London ,1,Economy Class,3,Solo Leisure,2,0
British Airways,,,February 2020,0,0,1,1,,15th February 2020,"""require a transit visa""", (Australia) ,Johannesburg to Dublin via London,1,Economy Class,1,Solo Leisure,1,0
British Airways,Boeing 747-400,,February 2020,1,3,4,3,,14th February 2020,"""backward facing seats""", (Australia) ,Las Vegas to Paris via London,1,Business Class,4,Couple Leisure,1,0
British Airways,A320,,January 2020,0,0,1,1,,14th February 2020,"""I want a refund""", (United Kingdom) ,Geneva to Gatwick,0,Economy Class,0,Couple Leisure,1,0
British Airways,,,January 2020,5,4,5,9,yes,5th February 2020,"""crew was amazingly kind and lovely""", (United Kingdom) ,Mexico City to Manchester via London,5,Economy Class,5,Solo Leisure,4,0
British Airways,A321,,October 2019,0,4,5,8,yes,4th February 2020,"""a good experience with no major complaints""", (United Kingdom) ,London Heathrow to Sofia,4,Business Class,4,Solo Leisure,4,2
British Airways,,,July 2019,0,2,1,1,,2nd February 2020,"""Arriving late to board""", (United Kingdom) ,Manchester to Melbourne via London / Singapore,2,Economy Class,3,Solo Leisure,1,0
British Airways,A321neo,,January 2020,1,2,3,3,,1st February 2020,"""a pathetic premium cabin""", (United Kingdom) ,Madrid to London ,2,Business Class,3,Business,2,1
British Airways,A320,,January 2020,0,0,3,7,yes,30th January 2020,"""fly this airline again""", (United Kingdom) ,Prague to London,5,Economy Class,5,Family Leisure,5,3
British Airways,A380-800,,January 2020,3,3,3,7,yes,29th January 2020,"""breakfast become rather perfunctory""", (United Kingdom) ,Johannesburg to London,3,Business Class,4,Couple Leisure,3,0
British Airways,Boeing 777-200,,January 2020,4,2,4,3,,29th January 2020,"""very disappointing service""", (United Kingdom) ,Las Vegas to Gatwick,2,Business Class,2,Business,1,0
British Airways,Boeing 747-400,,January 2020,3,5,1,5,,28th January 2020,"""roller coaster of incompetence""", (United Kingdom) ,San Diego to Stockholm via London,5,Business Class,5,Business,3,1
British Airways,A320,,January 2020,0,3,4,8,yes,28th January 2020,"""SLOW lounge continues to impress""", (United Kingdom) ,Cape Town to Johannesburg,4,Business Class,4,Couple Leisure,4,0
British Airways,,,December 2019,5,5,5,10,yes,28th January 2020,"""thank you for your service and kindness""", (Denmark) ,New York to London Heathrow via Copenhagen ,5,Economy Class,5,Solo Leisure,5,1
British Airways,Boeing 787-9,,January 2020,4,4,3,8,yes,28th January 2020,"""more than acceptable service""", (Denmark) ,Phoenix to London,3,Business Class,5,Business,5,0
British Airways,Boeing 777-200,,January 2020,1,4,4,5,,26th January 2020,"""only saving grace was a superb cabin staff""", (Denmark) ,London Heathrow to Bangkok,2,Economy Class,4,Solo Leisure,2,1
British Airways,Boeing 777-200ER,,January 2020,2,5,1,6,yes,25th January 2020,"""the service was good""", (Denmark) ,Mumbai to Boston via London,2,Economy Class,5,Solo Leisure,3,1
British Airways,,,December 2019,1,1,1,1,,23rd January 2020,"""refund for seat assignments""", (Denmark) ,"Orlando, Florida to Accra, Ghana",1,Economy Class,1,Family Leisure,1,1
British Airways,Boeing 787 / A320,,January 2020,3,4,4,7,yes,22nd January 2020,"""still consider other airlines""", (Denmark) ,Toronto to Geneva via London,4,Economy Class,5,Solo Leisure,3,0
British Airways,Boeing 777-300,,January 2020,4,5,4,9,yes,21st January 2020,"""sleeping was quite impossible""", (Denmark) ,Hong Kong to London,4,First Class,5,Solo Leisure,4,0
British Airways,Boeing 787,,January 2020,3,2,2,3,,20th January 2020,"""Layout of Boeing 787 cabin is poor""", (Denmark) ,San Jose to Amsterdam via London,1,Economy Class,1,Business,3,0
British Airways,Boeing 777,,January 2020,4,4,1,1,,20th January 2020,"""luggage was not loaded""", (Denmark) ,Singapore to Paris via London,3,Business Class,4,Couple Leisure,2,0
British Airways,A321neo,,January 2020,0,5,4,9,yes,20th January 2020,"""Everything went like clockwork""", (Denmark) ,Warsaw to London,5,Economy Class,5,Solo Leisure,5,0
British Airways,Boeing 747-400,,January 2020,4,3,5,8,yes,18th January 2020,"""I would recommend BA""", (United Kingdom) ,New York  to London Heathrow,4,Economy Class,5,Family Leisure,4,0
